瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),矫沥(10m),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
131,没林,2019-10-07 1:00,17.2,,1.4,140,63,1014.3,,,,,4285,,16.3
131,没林,2019-10-07 2:00,17.1,,1,140,64,1014.4,,,,10,4357,,16.3
131,没林,2019-10-07 3:00,17.2,,0.3,0,62,1014.4,,,,10,4428,,16.6
131,没林,2019-10-07 4:00,16.3,0,0.5,180,67,1013.2,,,,10,3753,1,16.4
131,没林,2019-10-07 5:00,15.4,0,0.3,0,75,1013.2,,,,10,3614,1,16.3
131,没林,2019-10-07 6:00,15.1,0,1.1,230,75,1013.6,,,,10,4202,1,16.2
131,没林,2019-10-07 7:00,14.6,0.4,0.5,160,81,1013.6,0,0,,10,3007,1,16
131,没林,2019-10-07 8:00,14.5,0.6,1.1,160,84,1014,0,0.05,,10,2202,1,16.2
131,没林,2019-10-07 9:00,14.9,0.3,1.2,160,84,1013.8,0,0.29,,10,2317,1,17.7
131,没林,2019-10-07 10:00,15.3,0.1,0.5,160,84,1013.3,0,0.4,,10,2434,1,18.1
131,没林,2019-10-07 11:00,15.6,0,0,0,82,1013.1,0,0.46,,10,1319,1,19
131,没林,2019-10-07 12:00,15.6,0,0.1,0,86,1012.1,0,0.55,,10,639,1901,19.7
131,没林,2019-10-07 13:00,15.5,1.7,1.5,70,91,1010.9,0,0.34,,10,215,1901,19.6
131,没林,2019-10-07 14:00,15.8,0.6,0.1,0,90,1009.9,0,0.4,,10,288,1901,19.7
131,没林,2019-10-07 15:00,15.5,1.4,0,0,91,1009.5,0,0.28,,10,260,1901,19
131,没林,2019-10-07 16:00,15.6,1,0,0,92,1009.3,0,0.22,,10,285,1901,18.8
131,没林,2019-10-07 17:00,15.6,0.4,0,0,92,1009.3,0,0.07,,10,299,1901,18.3
131,没林,2019-10-07 18:00,15.8,0.3,0.6,140,91,1009.1,0,0.04,,10,950,1901,17.7
131,没林,2019-10-07 19:00,15.8,0,1.3,200,90,1009.3,0,0,,9,2692,1901,17.5
131,没林,2019-10-07 20:00,15.7,,0.8,230,91,1009.2,,,,0,1500,,17.4
131,没林,2019-10-07 21:00,15.6,0.1,1.3,250,93,1009.6,,,,10,741,1901,17.2
131,没林,2019-10-07 22:00,15.6,,1.6,270,88,1009.8,,,,2,950,19,17.1
131,没林,2019-10-07 23:00,15.6,,0.4,0,88,1010,,,,10,968,19,16.9
131,没林,2019-10-08 0:00,15.1,,0.8,270,86,1010,,,,3,950,19,16.2
131,没林,2019-10-08 1:00,14.8,,1,270,88,1010.5,,,,8,879,19,15.8
131,没林,2019-10-08 2:00,14.9,,0.3,0,85,1010.4,,,,8,976,19,15.6
131,没林,2019-10-08 3:00,14.3,,0,0,90,1010.2,,,,7,534,19,15.3
131,没林,2019-10-08 4:00,14.3,,0,0,90,1009.9,,,,7,451,19,14.8
131,没林,2019-10-08 5:00,14.1,,0,0,91,1010.1,,,,8,443,19,15
131,没林,2019-10-08 6:00,13.8,,0.3,0,91,1010.4,,,,8,367,19,14.8
131,没林,2019-10-08 7:00,14.1,0,0,0,91,1011.1,0,0,,8,313,1901,15.1
131,没林,2019-10-08 8:00,14.6,,1.2,160,90,1011.1,0,0.18,,8,447,19,15.6
131,没林,2019-10-08 9:00,15.3,,0.4,0,83,1011.7,0,0.39,,7,1088,19,17.6
131,没林,2019-10-08 10:00,17.3,,1.3,230,76,1011.7,0.9,1.66,,2,1100,,23.5
131,没林,2019-10-08 11:00,19.2,,2.3,230,71,1010.9,1,2.3,,4,1100,,26.6
131,没林,2019-10-08 12:00,20.1,,1.9,250,67,1010.4,0.2,1.2,,9,1200,,23.5
131,没林,2019-10-08 13:00,21.8,,3.8,290,47,1009.9,0.6,2.05,,5,1125,,27.3
131,没林,2019-10-08 14:00,20.7,,2.9,320,51,1010,1,2.56,,3,1515,,27.1
131,没林,2019-10-08 15:00,20.4,,2.7,290,38,1010.5,1,2.21,,0,2894,,26.2
131,没林,2019-10-08 16:00,20,,2,290,37,1010.7,1,1.72,,0,3215,,21.7
131,没林,2019-10-08 17:00,18.8,,2,290,37,1011.3,1,0.98,,0,3826,,18.7
131,没林,2019-10-08 18:00,17.2,,2.2,290,41,1012.1,0.5,0.22,,0,3917,,15.6
131,没林,2019-10-08 19:00,15.6,,1.7,270,46,1012.8,0,0,,0,4347,,14.1
131,没林,2019-10-08 20:00,14.7,,1.3,250,48,1013.6,,,,0,4364,,13.3
131,没林,2019-10-08 21:00,14.3,,0.1,0,47,1014.2,,,,0,4720,,12.6
131,没林,2019-10-08 22:00,13.8,,0.4,0,46,1014.7,,,,0,4642,,12.1
131,没林,2019-10-08 23:00,13.1,,0.2,0,45,1015,,,,0,4128,,11.6
131,没林,2019-10-09 0:00,12.8,,1.5,320,43,1015.1,,,,0,4567,,11.1
131,没林,2019-10-09 1:00,11,,0.3,0,61,1015.4,,,,0,1793,,10.8
131,没林,2019-10-09 2:00,10.6,,0,0,65,1015.4,,,,0,3868,,10.5
131,没林,2019-10-09 3:00,9.1,,0,0,74,1015,,,,0,3018,,10.1
131,没林,2019-10-09 4:00,9,,0.8,290,74,1014.6,,,,0,3342,,9.8
131,没林,2019-10-09 5:00,8.1,,0,0,79,1014.8,,,,0,3133,,9.6
131,没林,2019-10-09 6:00,8.1,,0.7,160,76,1014.8,,,,0,3376,,9.2
131,没林,2019-10-09 7:00,8.1,,0.4,0,77,1015,0,0,,0,2952,,9.3
131,没林,2019-10-09 8:00,9.4,,0.4,0,75,1015.3,0.7,0.4,,0,1736,,11.9
131,没林,2019-10-09 9:00,11.5,,0.6,200,60,1015.5,1,1.24,,0,3408,,17.4
131,没林,2019-10-09 10:00,13.7,,0.8,160,51,1015.4,1,1.93,,0,3178,,21.7
131,没林,2019-10-09 11:00,15.6,,1.1,250,46,1014.8,1,2.44,,2,2631,,25.5
131,没林,2019-10-09 12:00,17,,0.9,180,40,1013.9,1,2.76,,3,3406,,26.9
131,没林,2019-10-09 13:00,17.6,,1.3,230,39,1012.9,1,2.61,,4,4393,,25.1
131,没林,2019-10-09 14:00,18.9,,1.5,200,38,1012,1,2.56,,5,3547,,27.1
131,没林,2019-10-09 15:00,20,,1.7,290,32,1011.5,1,2.23,,7,3289,,26.2
131,没林,2019-10-09 16:00,19.6,,1,360,36,1010.8,1,1.03,,7,3400,,21.5
131,没林,2019-10-09 17:00,19.6,,0.5,320,37,1010.6,0.8,0.75,,6,3143,,19.8
131,没林,2019-10-09 18:00,18.3,,1.4,290,42,1011,0.5,0.25,,2,3708,,16.3
131,没林,2019-10-09 19:00,17.2,,0.1,0,48,1011.4,0,0,,0,3166,,15.1
131,没林,2019-10-09 20:00,16.2,,0,0,54,1011.7,,,,0,1791,,14.3
131,没林,2019-10-09 21:00,14.7,,0,0,64,1012.1,,,,0,2365,,13.6
131,没林,2019-10-09 22:00,13.6,,0.1,0,70,1012.1,,,,7,1485,,13.1
131,没林,2019-10-09 23:00,13,,0,0,74,1011.7,,,,9,1223,,12.8
131,没林,2019-10-10 0:00,12.3,,0.6,270,76,1011.8,,,,2,1773,,12.3
131,没林,2019-10-10 1:00,11.8,,0,0,81,1011.4,,,,10,1074,,12.1
131,没林,2019-10-10 2:00,11.6,,0,0,80,1011.1,,,,10,1293,,12.3
131,没林,2019-10-10 3:00,10.7,,0,0,82,1010.9,,,,6,874,19,12.2
131,没林,2019-10-10 4:00,10.5,,0.3,0,83,1010.9,,,,6,414,19,11.6
131,没林,2019-10-10 5:00,11,,0.8,50,82,1010.9,,,,7,950,19,12.1
131,没林,2019-10-10 6:00,10.9,,0,0,82,1010.9,,,,8,403,19,12
131,没林,2019-10-10 7:00,11.3,,0,0,81,1010.9,0,0,,9,1348,19,12.5
131,没林,2019-10-10 8:00,11.3,,1.5,20,81,1011.5,0,0.1,,9,617,19,13.5
131,没林,2019-10-10 9:00,12.2,,1.2,50,76,1011.6,0,0.47,,9,941,19,15.8
131,没林,2019-10-10 10:00,13.8,,1.3,50,70,1011.5,0,0.75,,9,837,19,17.7
131,没林,2019-10-10 11:00,14.6,,0.9,270,66,1011.1,0,0.87,,9,1013,19,18.1
131,没林,2019-10-10 12:00,15.8,,0.5,110,64,1010.2,0,1.11,,9,924,40,21.1
131,没林,2019-10-10 13:00,16.5,,1.4,70,54,1009.4,0.1,1.31,,9,1424,40,20.6
131,没林,2019-10-10 14:00,17.1,,0.8,20,53,1008.6,0,0.77,,9,1263,,20.6
131,没林,2019-10-10 15:00,17.9,,1.2,20,54,1008.5,0.4,1.21,,9,1475,,22
131,没林,2019-10-10 16:00,18,,1.3,20,50,1008.3,0.1,0.81,,9,1690,,20.7
131,没林,2019-10-10 17:00,17.9,,1.3,20,49,1008.2,0.4,0.5,,8,1562,,18.7
131,没林,2019-10-10 18:00,17.4,,0.7,20,49,1008.5,0,0.11,,10,1046,,17.2
131,没林,2019-10-10 19:00,17,,1.4,20,55,1008.7,0,0,,6,900,40,16.5
131,没林,2019-10-10 20:00,16.7,,1.3,50,58,1009.1,,,,9,764,40,16
131,没林,2019-10-10 21:00,16.2,,0.2,0,61,1009.2,,,,7,725,40,14.8
131,没林,2019-10-10 22:00,15,,0.1,0,72,1009.4,,,,6,603,40,13.8
131,没林,2019-10-10 23:00,14.3,,0,0,76,1009.9,,,,9,528,40,13.3
131,没林,2019-10-11 0:00,14,,0,0,77,1009.4,,,,0,540,40,13.1
131,没林,2019-10-11 1:00,13.1,,0.1,0,81,1009.2,,,,5,416,4019,12.8
131,没林,2019-10-11 2:00,13.1,,0,0,83,1008.9,,,,8,513,19,13.3
131,没林,2019-10-11 3:00,12.1,,0.1,0,87,1008.9,,,,7,381,19,12.6
131,没林,2019-10-11 4:00,12.3,,0,0,86,1008.8,,,,6,459,19,12.5
131,没林,2019-10-11 5:00,11.6,,0,0,88,1008.9,,,,5,348,19,12.3
131,没林,2019-10-11 6:00,12.1,,0,0,86,1008.7,,,,7,381,19,13.1
131,没林,2019-10-11 7:00,11.8,,1.4,50,86,1009.1,0,0,,8,381,19,13.3
131,没林,2019-10-11 8:00,12.2,,2,70,84,1009.3,0,0.18,,7,467,19,13.9
131,没林,2019-10-11 9:00,13.4,,1.1,50,81,1009.6,0.2,0.38,,7,308,19,15.3
131,没林,2019-10-11 10:00,16.7,,1.5,20,67,1009.4,0.9,1.53,,5,850,4019,23.5
131,没林,2019-10-11 11:00,19.3,,1.9,50,59,1009.1,1,2.19,,0,925,40,26.8
131,没林,2019-10-11 12:00,20.7,,1.2,20,55,1008.3,1,2.56,,2,1123,40,29.1
131,没林,2019-10-11 13:00,22.6,,0.6,110,51,1007.3,1,2.63,,0,1285,,30
131,没林,2019-10-11 14:00,23.2,,0.7,340,48,1006.5,1,2.46,,0,1216,,30.7
131,没林,2019-10-11 15:00,24.3,,1,340,41,1006.2,1,2.04,,0,1737,,28.8
131,没林,2019-10-11 16:00,24.5,,0.8,360,39,1006.3,1,1.5,,0,1916,,25
131,没林,2019-10-11 17:00,24.2,,1.4,360,37,1006.4,1,0.82,,0,2551,,21.7
131,没林,2019-10-11 18:00,21.7,,0.5,360,53,1006.7,0.5,0.18,,0,1660,,19.1
131,没林,2019-10-11 19:00,20.6,,1.2,20,58,1007.3,0,0,,4,1053,,17.7
131,没林,2019-10-11 20:00,19.8,,1.1,20,61,1007.7,,,,0,1225,,17
131,没林,2019-10-11 21:00,19.1,,1.8,20,60,1008.3,,,,0,1404,,16.2
131,没林,2019-10-11 22:00,18.7,,0.2,0,59,1008.4,,,,0,1590,,15.6
131,没林,2019-10-11 23:00,18.3,,1.7,20,60,1009,,,,3,1276,,15.3
131,没林,2019-10-12 0:00,17.5,,1.2,20,65,1008.9,,,,0,1524,,14.8
131,没林,2019-10-12 1:00,16.2,,1.7,20,71,1008.7,,,,0,988,40,14.6
131,没林,2019-10-12 2:00,16,,1.8,20,72,1008.7,,,,1,794,40,14.3
131,没林,2019-10-12 3:00,15.7,,2.3,20,72,1008.5,,,,0,1303,40,14.1
131,没林,2019-10-12 4:00,15.3,,1.1,360,74,1008.8,,,,0,1409,,13.8
131,没林,2019-10-12 5:00,15,,1.6,20,76,1008.8,,,,0,1008,,13.6
131,没林,2019-10-12 6:00,14.6,,0,0,77,1009.3,,,,0,1079,,13.3
131,没林,2019-10-12 7:00,15,,1.4,50,74,1009.3,0,0,,0,1258,,13.3
131,没林,2019-10-12 8:00,16.7,,1.9,20,66,1009.8,0.8,0.4,,0,1450,,15.4
131,没林,2019-10-12 9:00,17.8,,2,70,63,1009.9,1,1.11,,0,1555,,20.5
131,没林,2019-10-12 10:00,20.5,,1.4,360,53,1010,1,1.8,,0,2044,,24.7
131,没林,2019-10-12 11:00,22.2,,2.9,50,45,1009.8,1,2.32,,0,2481,,27.6
131,没林,2019-10-12 12:00,23.3,,5.1,50,37,1009.2,1,2.64,,1,2825,,28.8
131,没林,2019-10-12 13:00,24.2,,4.2,50,35,1008.6,1,2.7,,1,3468,,30
131,没林,2019-10-12 14:00,24.1,,4.5,50,36,1008.2,1,2.53,,2,3331,,29.1
131,没林,2019-10-12 15:00,24,,4.8,50,35,1008.2,1,2.14,,0,3391,,27.8
131,没林,2019-10-12 16:00,23.6,,5.6,50,34,1008.1,1,1.55,,0,3750,,23.8
131,没林,2019-10-12 17:00,22.8,,2.5,20,38,1008.5,1,0.82,,0,3097,,20.9
131,没林,2019-10-12 18:00,19.7,,1.9,20,50,1009.2,0.4,0.19,,0,2945,,18
131,没林,2019-10-12 19:00,18.1,,1.1,320,55,1010.1,,,,0,3033,,16.3
131,没林,2019-10-12 20:00,17,,1.3,360,58,1011.2,,,,0,3000,,15.3
131,没林,2019-10-12 21:00,16.6,,2.3,50,57,1011.9,,,,0,2857,,14.6
131,没林,2019-10-12 22:00,16,,3,20,56,1012.5,,,,0,3089,,14
131,没林,2019-10-12 23:00,15.1,,2.4,20,60,1013.2,,,,0,2358,,13.5
131,没林,2019-10-13 0:00,14.3,,0.3,0,61,1013.4,,,,0,2954,,13.1
131,没林,2019-10-13 1:00,13.8,,0.2,0,64,1013.8,,,,0,2771,,12.6
131,没林,2019-10-13 2:00,12.8,,0.2,0,68,1014,,,,0,2727,,12.3
131,没林,2019-10-13 3:00,12.6,,0.6,320,68,1014.1,,,,0,2825,,11.8
131,没林,2019-10-13 4:00,11.8,,0.2,0,73,1014.2,,,,0,2000,,11.6
131,没林,2019-10-13 5:00,11.8,,0,0,74,1014.9,,,,0,2224,,11.3
131,没林,2019-10-13 6:00,11.5,,0.2,0,75,1015.3,,,,0,2250,,11.1
131,没林,2019-10-13 7:00,11.5,,1.9,20,76,1015.6,0,0,,0,1031,,11.3
131,没林,2019-10-13 8:00,12.5,,1.2,50,73,1016.2,0.8,0.38,,0,1343,,13.4
131,没林,2019-10-13 9:00,14.6,,0,0,65,1016.7,1,1.13,,1,1964,,18.8
131,没林,2019-10-13 10:00,17.5,,1.2,70,56,1016.6,1,1.76,,2,2159,,23.5
131,没林,2019-10-13 11:00,19.1,,1.8,90,50,1016.1,1,2.32,,1,3225,,26.2
131,没林,2019-10-13 12:00,20.1,,1.6,110,44,1015.9,1,2.59,,0,3915,,28.7
131,没林,2019-10-13 13:00,21.2,,2.5,140,41,1015.1,1,2.67,,0,4600,,29.6
131,没林,2019-10-13 14:00,21.9,,2.1,160,40,1014.7,1,2.5,,0,4714,,29.7
131,没林,2019-10-13 15:00,22.1,,2.6,160,40,1014.6,1,2.08,,2,4404,,27.5
131,没林,2019-10-13 16:00,21.8,,2.9,180,43,1014.8,1,1.44,,2,4267,,23.7
131,没林,2019-10-13 17:00,21.3,,2.3,180,45,1014.9,1,0.8,,1,4071,,20.6
131,没林,2019-10-13 18:00,20.2,,1.3,140,50,1015.1,0.3,0.17,,1,3750,,18.1
131,没林,2019-10-13 19:00,19.3,,0.7,140,53,1015.6,,,,0,3166,,16.7
131,没林,2019-10-13 20:00,18.7,,0.4,0,58,1016,,,,6,2758,,16.1
131,没林,2019-10-13 21:00,17.2,,0,0,65,1016.1,,,,2,2358,,15.2
131,没林,2019-10-13 22:00,17.2,,0.5,160,60,1016.6,,,,6,3133,,14.6
131,没林,2019-10-13 23:00,15.6,,0.2,0,71,1017.1,,,,5,1897,,14.8
131,没林,2019-10-14 0:00,15.3,,0.1,0,72,1016.8,,,,6,2071,,14.1
131,没林,2019-10-14 1:00,14.5,,0,0,74,1016.7,,,,8,1852,,13.6
131,没林,2019-10-14 2:00,13.8,,0,0,75,1016.8,,,,6,2307,,13.1
131,没林,2019-10-14 3:00,13.3,,0,0,78,1016.9,,,,6,2185,,12.8
131,没林,2019-10-14 4:00,12.8,,0,0,80,1016.6,,,,0,1856,,12.3
131,没林,2019-10-14 5:00,12.5,,0,0,81,1017.1,,,,0,1810,,12.1
131,没林,2019-10-14 6:00,12.3,,0,0,83,1017.5,,,,5,1693,,11.8
131,没林,2019-10-14 7:00,12.1,,0,0,84,1017.9,0,0.01,,7,1694,,12.2
131,没林,2019-10-14 8:00,13.5,,0,0,78,1018.3,0.7,0.35,,6,2277,,14.3
131,没林,2019-10-14 9:00,14.8,,0,0,73,1018.3,0.9,0.87,,4,1734,,17.6
131,没林,2019-10-14 10:00,16.4,,1.2,270,67,1018.5,1,1.2,,7,2388,,22.1
131,没林,2019-10-14 11:00,18.5,,1,290,64,1018.1,0.7,1.97,,8,1501,,24
131,没林,2019-10-14 12:00,18.3,,2.1,270,65,1018,0,1.19,,8,1050,,21.9
131,没林,2019-10-14 13:00,19,,1.9,290,61,1017.4,0.7,1.83,,7,1050,,24.5
131,没林,2019-10-14 14:00,18.5,,2.7,290,55,1016.9,0.6,1.47,,7,1564,,23
131,没林,2019-10-14 15:00,19.2,,2,320,46,1017,0.9,1.63,,6,2505,,24
131,没林,2019-10-14 16:00,19,,2.2,290,40,1017.2,1,1.46,,1,3431,,21.8
131,没林,2019-10-14 17:00,17.3,,2.7,290,49,1017.7,0.9,0.75,,1,2280,,18.2
131,没林,2019-10-14 18:00,15.8,,2.7,290,56,1018.1,0.3,0.16,,1,1092,,15.3
131,没林,2019-10-14 19:00,14.8,,1.8,320,54,1019.1,,,,0,2809,,13.8
131,没林,2019-10-14 20:00,14.1,,0.8,290,54,1019.5,,,,0,3006,,12.8
131,没林,2019-10-14 21:00,13.7,,0.3,0,55,1020.3,,,,0,2863,,12.5
131,没林,2019-10-14 22:00,13,,0.3,0,58,1020.4,,,,0,2726,,11.8
131,没林,2019-10-14 23:00,12.3,,0.3,0,59,1020.7,,,,0,2591,,11.3
131,没林,2019-10-15 0:00,11.8,,0.3,0,64,1020.9,,,,0,2348,,10.8
131,没林,2019-10-15 1:00,11.1,,0.7,270,60,1021.1,,,,2,2440,,10.6
131,没林,2019-10-15 2:00,11.1,,0.3,0,60,1021.3,,,,10,2307,,11.1
131,没林,2019-10-15 3:00,10.8,,0.4,0,66,1020.9,,,,7,2192,,11.8
131,没林,2019-10-15 4:00,10.3,,0,0,71,1020.9,,,,6,1748,,12.1
131,没林,2019-10-15 5:00,10.3,,0.3,0,74,1021.7,,,,7,1609,,12.5
131,没林,2019-10-15 6:00,10.3,,0.5,340,71,1021.8,,,,5,1143,,11.6
131,没林,2019-10-15 7:00,10,,0.9,20,79,1022,0,0,,4,1082,,11
131,没林,2019-10-15 8:00,11.4,,1.2,20,73,1022.4,0.9,0.44,,3,1100,,13.7
131,没林,2019-10-15 9:00,12.8,,1.5,290,69,1022.8,1,1,,3,1219,,17.3
131,没林,2019-10-15 10:00,15.9,,1.2,70,59,1022.5,1,1.79,,2,1598,,22.6
131,没林,2019-10-15 11:00,18,,3.1,110,48,1022.1,1,2.3,,3,5247,,25.6
131,没林,2019-10-15 12:00,18.6,,3.1,160,47,1021.6,1,2.68,,4,3714,,27.8
131,没林,2019-10-15 13:00,18.8,,2.1,110,47,1020.9,0.8,2.35,,5,5023,,26.4
131,没林,2019-10-15 14:00,19.2,,2.9,180,46,1020.2,0.7,1.86,,4,4671,,27.4
131,没林,2019-10-15 15:00,19.9,,2.3,180,46,1019.9,1,2.15,,3,5156,,27.3
131,没林,2019-10-15 16:00,18.8,,2.3,160,47,1019.8,0.8,1.62,,2,4857,,23.3
131,没林,2019-10-15 17:00,19.1,,1.6,160,46,1019.8,0.6,0.67,,1,3968,,20.5
131,没林,2019-10-15 18:00,18,,2,160,51,1019.8,0.1,0.14,,0,4303,,18.1
131,没林,2019-10-15 19:00,16.8,,1.6,160,56,1020.4,,,,0,3945,,15.8
131,没林,2019-10-15 20:00,15.7,,1.4,160,60,1020.5,,,,0,3837,,14.6
131,没林,2019-10-15 21:00,15.1,,1.1,140,62,1020.9,,,,0,3762,,13.8
131,没林,2019-10-15 22:00,14.8,,0.7,160,63,1021.4,,,,0,3910,,13.3
131,没林,2019-10-15 23:00,13.6,,0.1,0,71,1021.6,,,,0,1886,,12.6
131,没林,2019-10-16 0:00,13,,0,0,75,1021.4,,,,0,1386,,12.1
131,没林,2019-10-16 1:00,11.6,,0.6,340,81,1021.4,,,,0,1480,,11.8
131,没林,2019-10-16 2:00,11.5,,0,0,81,1021.8,,,,4,1162,,11.9
131,没林,2019-10-16 3:00,11.8,,0,0,79,1021.6,,,,6,1050,,12.1
131,没林,2019-10-16 4:00,10.5,,0,0,83,1021,,,,0,1162,,11.1
131,没林,2019-10-16 5:00,9.6,,0.7,320,86,1020.5,,,,0,1203,,10.6
131,没林,2019-10-16 6:00,9.5,,0.2,0,86,1020.9,,,,0,1050,,10.3
131,没林,2019-10-16 7:00,9.6,,0.3,0,86,1020.9,0,0,,0,300,19,10.3
131,没林,2019-10-16 8:00,10.9,,0.6,160,81,1021.1,0.9,0.34,,0,1391,19,12.3
131,没林,2019-10-16 9:00,13.1,,0.2,0,74,1021.4,1,1.06,,2,1100,,17.7
131,没林,2019-10-16 10:00,14.3,,1.7,290,70,1021,1,1.75,,4,911,40,21.2
131,没林,2019-10-16 11:00,16.8,,1.1,270,58,1020.7,1,2.21,,6,1848,40,25.9
131,没林,2019-10-16 12:00,18.6,,1.1,290,50,1019.9,1,2.6,,7,1374,,28.8
131,没林,2019-10-16 13:00,19.4,,1.5,270,44,1018.9,0.9,2.43,,7,2001,,28.9
131,没林,2019-10-16 14:00,19.2,,1.4,250,43,1018,1,2,,8,1860,,27
131,没林,2019-10-16 15:00,19.9,,1.1,290,45,1017.6,1,1.88,,8,1643,,27.1
131,没林,2019-10-16 16:00,19.6,,2.2,50,45,1017.4,1,1.21,,7,1417,,23.3
131,没林,2019-10-16 17:00,18.8,,1.5,20,52,1017.4,0.7,0.56,,7,1078,,20.2
131,没林,2019-10-16 18:00,17.7,,2.1,70,56,1017.7,0.2,0.11,,6,1100,,17
131,没林,2019-10-16 19:00,17,,0.3,0,60,1018,,,,8,801,40,15.8
131,没林,2019-10-16 20:00,15.5,,0.4,0,68,1018,,,,5,725,40,14.8
131,没林,2019-10-16 21:00,15.3,,0.1,0,66,1018.3,,,,6,726,40,14.1
131,没林,2019-10-16 22:00,14.6,,0,0,69,1018.7,,,,8,620,40,13.8
131,没林,2019-10-16 23:00,14.3,,0,0,70,1018.5,,,,7,620,40,13.6
131,没林,2019-10-17 0:00,13.5,,0,0,75,1018.7,,,,8,601,4019,13.6
131,没林,2019-10-17 1:00,13.2,,0,0,75,1018.4,,,,9,483,19,13.3
131,没林,2019-10-17 2:00,12.8,,0,0,77,1018.3,,,,8,565,19,12.9
131,没林,2019-10-17 3:00,12.1,,0,0,79,1018.2,,,,6,484,19,12.3
131,没林,2019-10-17 4:00,11.5,,0,0,82,1017.7,,,,8,436,19,12.3
131,没林,2019-10-17 5:00,11.5,,0.6,20,80,1017.6,,,,8,418,19,12.5
131,没林,2019-10-17 6:00,11.8,,0.5,20,81,1017.8,,,,8,307,19,12.6
131,没林,2019-10-17 7:00,11.1,,0.5,50,82,1017.5,0,0,,7,375,19,12.3
131,没林,2019-10-17 8:00,11.6,,0.9,360,81,1018.1,0,0.15,,8,374,19,13.5
131,没林,2019-10-17 9:00,11.8,,2,50,78,1018.2,0,0.41,,9,433,19,15.3
131,没林,2019-10-17 10:00,13.6,,1.3,20,72,1018.4,0,0.91,,9,560,19,18.4
131,没林,2019-10-17 11:00,15.6,,1.2,50,67,1017.8,0.1,1.13,,9,592,4019,20
131,没林,2019-10-17 12:00,17.8,,0.7,360,58,1017.4,0.5,1.76,,8,800,40,25
131,没林,2019-10-17 13:00,18.6,,0.6,290,53,1017.1,0.8,1.92,,8,1049,40,25.1
131,没林,2019-10-17 14:00,19.2,,1.4,200,49,1016.8,0.3,1.23,,8,1111,,23.2
131,没林,2019-10-17 15:00,20.4,,2.1,140,40,1016.6,0.9,1.51,,5,2753,,25
131,没林,2019-10-17 16:00,20.2,,1.8,160,38,1016.3,1,1.37,,3,4979,,22.5
131,没林,2019-10-17 17:00,19.5,,2.2,160,41,1016.4,0.9,0.76,,2,4835,,18.9
131,没林,2019-10-17 18:00,18.7,,1.9,110,49,1016.9,0.1,0.08,,4,4467,,16.3
131,没林,2019-10-17 19:00,18.1,,1.8,90,57,1017.1,,,,4,3900,,15.3
131,没林,2019-10-17 20:00,17.5,,1.6,110,59,1017.4,,,,6,3679,,14.6
131,没林,2019-10-17 21:00,16,,0,0,68,1017.6,,,,4,2022,,14
131,没林,2019-10-17 22:00,15.3,,0.3,0,69,1018.3,,,,6,2029,,13.3
131,没林,2019-10-17 23:00,14.8,,0.4,0,73,1018.2,,,,5,1521,,13
131,没林,2019-10-18 0:00,14.3,,0,0,74,1017.9,,,,7,2294,,12.6
131,没林,2019-10-18 1:00,13.1,,0.7,320,77,1017.9,,,,7,1830,,12.3
131,没林,2019-10-18 2:00,12.3,,0.2,0,78,1017.8,,,,7,1745,,12
131,没林,2019-10-18 3:00,12.6,,0,0,77,1017.2,,,,5,1091,,11.8
131,没林,2019-10-18 4:00,12.3,,0.9,50,77,1016.9,,,,3,1100,,11.6
131,没林,2019-10-18 5:00,12.3,,0.6,20,78,1017.3,,,,6,559,19,11.8
131,没林,2019-10-18 6:00,11.8,,1.6,50,81,1017,,,,6,446,19,11.6
131,没林,2019-10-18 7:00,11.8,,1,360,80,1016.6,0,0,,8,955,19,12.1
131,没林,2019-10-18 8:00,12.6,,1.3,20,77,1016.6,0,0.11,,9,649,19,13.3
131,没林,2019-10-18 9:00,13.6,,1.5,20,73,1016.8,0,0.32,,9,1074,19,14.8
131,没林,2019-10-18 10:00,14.6,,0.9,20,71,1016.2,0,0.45,,9,1371,,16.6
131,没林,2019-10-18 11:00,16.5,,1.9,20,64,1016.1,0.4,1.44,,8,1302,,20.6
131,没林,2019-10-18 12:00,18.3,,1.1,50,62,1015.3,0.2,1.43,,8,1027,,22.5
131,没林,2019-10-18 13:00,20.1,,0.3,0,58,1014.6,0.2,1.3,,8,2114,,22.7
131,没林,2019-10-18 14:00,20.9,,3.1,90,52,1013.8,0.1,1.06,,8,3448,,22.1
131,没林,2019-10-18 15:00,20.8,,4,90,53,1013.3,0.6,1.27,,8,3580,,22.7
131,没林,2019-10-18 16:00,20.6,,2.8,90,53,1013.2,0.4,0.92,,8,3458,,21.3
131,没林,2019-10-18 17:00,20.5,,1.7,140,54,1013,0.1,0.47,,7,3507,,19.7
131,没林,2019-10-18 18:00,19.8,,1.7,90,57,1012.9,0,0.08,,7,3402,,18
131,没林,2019-10-18 19:00,19.1,,1.6,110,59,1013.4,,,,6,2993,,16.7
131,没林,2019-10-18 20:00,18.6,,1.7,160,57,1013.6,,,,9,3144,,16.3
131,没林,2019-10-18 21:00,17.5,,1.2,140,69,1013.9,,,,6,2384,,16.1
